productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2026-04-13T21:57:00.37,1,018,Common,Basic Fire Energy,0.01,0.2,19.98,0.21,0.18,Normal
645287,Basic Fire Energy - 018,Basic Fire Energy 018,https://tcgplayer-cdn.tcgplayer.com/product/645287_200w.jpg,3,24382,https://cpt.tcgcsv.com/M7b7,2026-04-13T21:57:00.37,1,018,Common,Basic Fire Energy,0.03,0.25,19.98,0.2,0.19,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2026-04-13T21:45:03.823,1,019,Common,Basic Water Energy,0.01,0.25,19.98,0.21,0.23,Reverse Holofoil
645288,Basic Water Energy - 019,Basic Water Energy 019,https://tcgplayer-cdn.tcgplayer.com/product/645288_200w.jpg,3,24382,https://cpt.tcgcsv.com/N7b7,2026-04-13T21:45:03.823,1,019,Common,Basic Water Energy,0.01,0.18,19.98,0.18,0.07,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2026-02-10T00:20:51.463,1,020,Common,Basic Lightning Energy,0.01,0.1,19.98,0.1,0.07,Normal
645289,Basic Lightning Energy - 020,Basic Lightning Energy 020,https://tcgplayer-cdn.tcgplayer.com/product/645289_200w.jpg,3,24382,https://cpt.tcgcsv.com/P7b7,2026-02-10T00:20:51.463,1,020,Common,Basic Lightning Energy,0.02,0.24,19.98,0.21,0.18,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2026-03-11T12:13:10.677,1,021,Common,Basic Psychic Energy,0.01,0.25,19.98,0.18,,Reverse Holofoil
645301,Basic Psychic Energy - 021,Basic Psychic Energy 021,https://tcgplayer-cdn.tcgplayer.com/product/645301_200w.jpg,3,24382,https://cpt.tcgcsv.com/28b7,2026-03-11T12:13:10.677,1,021,Common,Basic Psychic Energy,0.01,0.12,19.98,0.13,0.07,Normal
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2026-03-11T12:10:36.773,1,022,Common,Basic Fighting Energy,0.01,0.23,19.98,0.18,0.1,Reverse Holofoil
645302,Basic Fighting Energy - 022,Basic Fighting Energy 022,https://tcgplayer-cdn.tcgplayer.com/product/645302_200w.jpg,3,24382,https://cpt.tcgcsv.com/38b7,2026-03-11T12:10:36.773,1,022,Common,Basic Fighting Energy,0.01,0.1,19.98,0.07,0.04,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2026-04-13T20:38:23.327,1,023,Common,Basic Darkness Energy,0.01,0.19,19.98,0.21,0.18,Normal
645303,Basic Darkness Energy - 023,Basic Darkness Energy 023,https://tcgplayer-cdn.tcgplayer.com/product/645303_200w.jpg,3,24382,https://cpt.tcgcsv.com/58b7,2026-04-13T20:38:23.327,1,023,Common,Basic Darkness Energy,0.03,0.28,19.98,0.27,,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2026-04-13T21:44:36.33,1,024,Common,Basic Metal Energy,0.01,0.25,19.98,0.24,0.22,Reverse Holofoil
645304,Basic Metal Energy - 024,Basic Metal Energy 024,https://tcgplayer-cdn.tcgplayer.com/product/645304_200w.jpg,3,24382,https://cpt.tcgcsv.com/68b7,2026-04-13T21:44:36.33,1,024,Common,Basic Metal Energy,0.01,0.13,19.98,0.11,0.07,Normal
